rank,number_of_citations,article_number,volume,year,doi_link
15125,8,410,17,2017,https://doi.org/10.1186/s12889-017-4305-9
15126,8,396,17,2017,https://doi.org/10.1186/s12889-017-4292-x
15127,8,392,17,2017,https://doi.org/10.1186/s12889-017-4307-7
15128,8,208,17,2017,https://doi.org/10.1186/s12889-017-4136-8
15129,8,207,17,2017,https://doi.org/10.1186/s12889-017-4124-z
15130,8,98,17,2017,https://doi.org/10.1186/s12889-017-4019-z
15131,8,74,17,2017,https://doi.org/10.1186/s12889-016-3907-y
15132,8,2,17,2017,https://doi.org/10.1186/s12889-016-3947-3
15133,8,1237,16,2016,https://doi.org/10.1186/s12889-016-3862-7
15134,8,1187,16,2016,https://doi.org/10.1186/s12889-016-3851-x
15135,8,1076,16,2016,https://doi.org/10.1186/s12889-016-3727-0
15136,8,1025,16,2016,https://doi.org/10.1186/s12889-016-3720-7
15137,8,985,16,2016,https://doi.org/10.1186/s12889-016-3654-0
15138,8,983,16,2016,https://doi.org/10.1186/s12889-016-3655-z
15139,8,981,16,2016,https://doi.org/10.1186/s12889-016-3645-1
15140,8,889,16,2016,https://doi.org/10.1186/s12889-016-3581-0
15141,8,881,16,2016,https://doi.org/10.1186/s12889-016-3544-5
15142,8,866,16,2016,https://doi.org/10.1186/s12889-016-3457-3
15143,8,845,16,2016,https://doi.org/10.1186/s12889-016-3518-7
15144,8,842,16,2016,https://doi.org/10.1186/s12889-016-3482-2
15145,8,839,16,2016,https://doi.org/10.1186/s12889-016-3500-4
15146,8,825,16,2016,https://doi.org/10.1186/s12889-016-3502-2
15147,8,804,16,2016,https://doi.org/10.1186/s12889-016-3437-7
15148,8,766,16,2016,https://doi.org/10.1186/s12889-016-3455-5
15149,8,758,16,2016,https://doi.org/10.1186/s12889-016-3445-7
15150,8,729,16,2016,https://doi.org/10.1186/s12889-016-3346-9
15151,8,686,16,2016,https://doi.org/10.1186/s12889-016-3343-z
15152,8,661,16,2016,https://doi.org/10.1186/s12889-016-3355-8
15153,8,642,16,2016,https://doi.org/10.1186/s12889-016-3340-2
15154,8,626,16,2016,https://doi.org/10.1186/s12889-016-3284-6
15155,8,547,16,2016,https://doi.org/10.1186/s12889-016-3235-2
15156,8,545,16,2016,https://doi.org/10.1186/s12889-016-3246-z
15157,8,447,16,2016,https://doi.org/10.1186/s12889-016-3121-y
15158,8,445,16,2016,https://doi.org/10.1186/s12889-016-3048-3
15159,8,439,16,2016,https://doi.org/10.1186/s12889-016-3124-8
15160,8,421,16,2016,https://doi.org/10.1186/s12889-016-3093-y
15161,8,404,16,2016,https://doi.org/10.1186/s12889-016-3091-0
15162,8,373,16,2016,https://doi.org/10.1186/s12889-016-3033-x
15163,8,298,16,2016,https://doi.org/10.1186/s12889-016-2957-5
15164,8,182,16,2016,https://doi.org/10.1186/s12889-016-2875-6
15165,8,81,16,2015,https://doi.org/10.1186/s12889-016-2713-x
15166,8,78,16,2015,https://doi.org/10.1186/s12889-016-2717-6
15167,8,57,16,2015,https://doi.org/10.1186/s12889-016-2726-5
15168,8,22,16,2015,https://doi.org/10.1186/s12889-016-2700-2
15169,8,1289,15,2015,https://doi.org/10.1186/s12889-015-2640-2
15170,8,1239,15,2015,https://doi.org/10.1186/s12889-015-2559-7
15171,8,1204,15,2015,https://doi.org/10.1186/s12889-015-2527-2
15172,8,1083,15,2015,https://doi.org/10.1186/s12889-015-2416-8
15173,8,1038,15,2015,https://doi.org/10.1186/s12889-015-2364-3
15174,8,1016,15,2015,https://doi.org/10.1186/s12889-015-2347-4
15175,8,988,15,2015,https://doi.org/10.1186/s12889-015-2345-6
15176,8,918,15,2015,https://doi.org/10.1186/s12889-015-2263-7
15177,8,802,15,2015,https://doi.org/10.1186/s12889-015-2152-0
15178,8,785,15,2015,https://doi.org/10.1186/s12889-015-2122-6
15179,8,745,15,2015,https://doi.org/10.1186/s12889-015-2099-1
15180,8,734,15,2015,https://doi.org/10.1186/s12889-015-2064-z
15181,8,715,15,2015,https://doi.org/10.1186/s12889-015-2059-9
15182,8,700,15,2015,https://doi.org/10.1186/s12889-015-2006-9
15183,8,695,15,2015,https://doi.org/10.1186/s12889-015-2066-x
15184,8,669,15,2015,https://doi.org/10.1186/s12889-015-2032-7
15185,8,594,15,2015,https://doi.org/10.1186/s12889-015-1877-0
15186,8,574,15,2015,https://doi.org/10.1186/s12889-015-1924-x
15187,8,535,15,2015,https://doi.org/10.1186/s12889-015-1870-7
15188,8,519,15,2015,https://doi.org/10.1186/s12889-015-1846-7
15189,8,514,15,2015,https://doi.org/10.1186/s12889-015-1842-y
15190,8,500,15,2015,https://doi.org/10.1186/s12889-015-1826-y
15191,8,472,15,2015,https://doi.org/10.1186/s12889-015-1799-x
15192,8,327,15,2015,https://doi.org/10.1186/s12889-015-1702-9
15193,8,325,15,2015,https://doi.org/10.1186/s12889-015-1660-2
15194,8,313,15,2015,https://doi.org/10.1186/s12889-015-1665-x
15195,8,83,15,2015,https://doi.org/10.1186/s12889-015-1356-7
15196,8,77,15,2015,https://doi.org/10.1186/s12889-015-1425-y
15197,8,51,15,2015,https://doi.org/10.1186/s12889-015-1389-y
15198,8,38,15,2015,https://doi.org/10.1186/s12889-015-1364-7
15199,8,14,15,2015,https://doi.org/10.1186/s12889-015-1377-2
15200,8,1327,14,2014,https://doi.org/10.1186/1471-2458-14-1327
15201,8,1251,14,2014,https://doi.org/10.1186/1471-2458-14-1251
15202,8,1216,14,2014,https://doi.org/10.1186/1471-2458-14-1216
15203,8,1200,14,2014,https://doi.org/10.1186/1471-2458-14-1200
15204,8,1199,14,2014,https://doi.org/10.1186/1471-2458-14-1199
15205,8,1120,14,2014,https://doi.org/10.1186/1471-2458-14-1120
15206,8,1079,14,2014,https://doi.org/10.1186/1471-2458-14-1079
15207,8,1041,14,2014,https://doi.org/10.1186/1471-2458-14-1041
15208,8,1006,14,2014,https://doi.org/10.1186/1471-2458-14-1006
15209,8,999,14,2014,https://doi.org/10.1186/1471-2458-14-999
15210,8,975,14,2014,https://doi.org/10.1186/1471-2458-14-975
15211,8,967,14,2014,https://doi.org/10.1186/1471-2458-14-967
15212,8,952,14,2014,https://doi.org/10.1186/1471-2458-14-952
15213,8,895,14,2014,https://doi.org/10.1186/1471-2458-14-895
15214,8,874,14,2014,https://doi.org/10.1186/1471-2458-14-874
15215,8,773,14,2014,https://doi.org/10.1186/1471-2458-14-773
15216,8,756,14,2014,https://doi.org/10.1186/1471-2458-14-756
15217,8,754,14,2014,https://doi.org/10.1186/1471-2458-14-754
15218,8,690,14,2014,https://doi.org/10.1186/1471-2458-14-690
15219,8,641,14,2014,https://doi.org/10.1186/1471-2458-14-641
15220,8,590,14,2014,https://doi.org/10.1186/1471-2458-14-590
15221,8,556,14,2014,https://doi.org/10.1186/1471-2458-14-556
15222,8,512,14,2014,https://doi.org/10.1186/1471-2458-14-512
15223,8,494,14,2014,https://doi.org/10.1186/1471-2458-14-494
15224,8,434,14,2014,https://doi.org/10.1186/1471-2458-14-434
15225,8,384,14,2014,https://doi.org/10.1186/1471-2458-14-384
15226,8,357,14,2014,https://doi.org/10.1186/1471-2458-14-357
15227,8,315,14,2014,https://doi.org/10.1186/1471-2458-14-315
15228,8,211,14,2014,https://doi.org/10.1186/1471-2458-14-211
15229,8,162,14,2014,https://doi.org/10.1186/1471-2458-14-162
15230,8,139,14,2014,https://doi.org/10.1186/1471-2458-14-139
15231,8,101,14,2014,https://doi.org/10.1186/1471-2458-14-101
15232,8,74,14,2014,https://doi.org/10.1186/1471-2458-14-74
15233,8,43,14,2014,https://doi.org/10.1186/1471-2458-14-43
15234,8,11,14,2014,https://doi.org/10.1186/1471-2458-14-11
15235,8,1179,13,2013,https://doi.org/10.1186/1471-2458-13-1179
15236,8,1172,13,2013,https://doi.org/10.1186/1471-2458-13-1172
15237,8,1168,13,2013,https://doi.org/10.1186/1471-2458-13-1168
15238,8,1144,13,2013,https://doi.org/10.1186/1471-2458-13-1144
15239,8,1043,13,2013,https://doi.org/10.1186/1471-2458-13-1043
15240,8,872,13,2013,https://doi.org/10.1186/1471-2458-13-872
15241,8,768,13,2013,https://doi.org/10.1186/1471-2458-13-768
15242,8,747,13,2013,https://doi.org/10.1186/1471-2458-13-747
15243,8,680,13,2013,https://doi.org/10.1186/1471-2458-13-680
15244,8,678,13,2013,https://doi.org/10.1186/1471-2458-13-678
15245,8,669,13,2013,https://doi.org/10.1186/1471-2458-13-669
15246,8,593,13,2013,https://doi.org/10.1186/1471-2458-13-593
15247,8,580,13,2013,https://doi.org/10.1186/1471-2458-13-580
15248,8,470,13,2013,https://doi.org/10.1186/1471-2458-13-470
15249,8,306,13,2013,https://doi.org/10.1186/1471-2458-13-306
15250,8,271,13,2013,https://doi.org/10.1186/1471-2458-13-271
15251,8,262,13,2013,https://doi.org/10.1186/1471-2458-13-262
15252,8,240,13,2013,https://doi.org/10.1186/1471-2458-13-240
15253,8,237,13,2013,https://doi.org/10.1186/1471-2458-13-237
15254,8,226,13,2013,https://doi.org/10.1186/1471-2458-13-226
15255,8,124,13,2013,https://doi.org/10.1186/1471-2458-13-124
15256,8,108,13,2013,https://doi.org/10.1186/1471-2458-13-108
15257,8,81,13,2013,https://doi.org/10.1186/1471-2458-13-81
15258,8,1091,12,2012,https://doi.org/10.1186/1471-2458-12-1091
15259,8,965,12,2012,https://doi.org/10.1186/1471-2458-12-965
15260,8,957,12,2012,https://doi.org/10.1186/1471-2458-12-957
15261,8,857,12,2012,https://doi.org/10.1186/1471-2458-12-857
15262,8,847,12,2012,https://doi.org/10.1186/1471-2458-12-847
15263,8,819,12,2012,https://doi.org/10.1186/1471-2458-12-819
15264,8,753,12,2012,https://doi.org/10.1186/1471-2458-12-753
15265,8,678,12,2012,https://doi.org/10.1186/1471-2458-12-678
15266,8,675,12,2012,https://doi.org/10.1186/1471-2458-12-675
15267,8,596,12,2012,https://doi.org/10.1186/1471-2458-12-596
15268,8,579,12,2012,https://doi.org/10.1186/1471-2458-12-579
15269,8,572,12,2012,https://doi.org/10.1186/1471-2458-12-572
15270,8,518,12,2012,https://doi.org/10.1186/1471-2458-12-518
15271,8,517,12,2012,https://doi.org/10.1186/1471-2458-12-517
15272,8,454,12,2012,https://doi.org/10.1186/1471-2458-12-454
15273,8,402,12,2012,https://doi.org/10.1186/1471-2458-12-402
15274,8,311,12,2012,https://doi.org/10.1186/1471-2458-12-311
15275,8,245,12,2012,https://doi.org/10.1186/1471-2458-12-245
15276,8,159,12,2012,https://doi.org/10.1186/1471-2458-12-159
15277,8,123,12,2012,https://doi.org/10.1186/1471-2458-12-123
15278,8,113,12,2012,https://doi.org/10.1186/1471-2458-12-113
15279,8,71,12,2012,https://doi.org/10.1186/1471-2458-12-71
15280,8,25,12,2012,https://doi.org/10.1186/1471-2458-12-25
15281,7,2053,25,2025,https://doi.org/10.1186/s12889-025-23237-7
15282,7,1928,25,2025,https://doi.org/10.1186/s12889-025-23121-4
15283,7,1532,25,2025,https://doi.org/10.1186/s12889-025-22720-5
15284,7,1514,25,2025,https://doi.org/10.1186/s12889-025-22690-8
15285,7,1339,25,2025,https://doi.org/10.1186/s12889-025-22611-9
15286,7,1270,25,2025,https://doi.org/10.1186/s12889-025-22439-3
15287,7,1220,25,2025,https://doi.org/10.1186/s12889-025-21404-4
15288,7,1135,25,2025,https://doi.org/10.1186/s12889-025-22210-8
15289,7,1115,25,2025,https://doi.org/10.1186/s12889-025-22100-z
15290,7,985,25,2025,https://doi.org/10.1186/s12889-025-22193-6
15291,7,570,25,2025,https://doi.org/10.1186/s12889-025-21757-w
15292,7,522,25,2025,https://doi.org/10.1186/s12889-025-21677-9
15293,7,439,25,2025,https://doi.org/10.1186/s12889-025-21551-8
15294,7,424,25,2025,https://doi.org/10.1186/s12889-025-21564-3
15295,7,413,25,2025,https://doi.org/10.1186/s12889-025-21421-3
15296,7,401,25,2025,https://doi.org/10.1186/s12889-024-20924-9
15297,7,364,25,2025,https://doi.org/10.1186/s12889-025-21454-8
15298,7,273,25,2025,https://doi.org/10.1186/s12889-024-21061-z
15299,7,269,25,2025,https://doi.org/10.1186/s12889-025-21359-6
15300,7,245,25,2025,https://doi.org/10.1186/s12889-025-21486-0
15301,7,213,25,2025,https://doi.org/10.1186/s12889-025-21387-2
15302,7,183,25,2025,https://doi.org/10.1186/s12889-024-21257-3
15303,7,168,25,2025,https://doi.org/10.1186/s12889-025-21365-8
15304,7,3501,24,2024,https://doi.org/10.1186/s12889-024-20911-0
15305,7,3491,24,2024,https://doi.org/10.1186/s12889-024-21003-9
15306,7,3408,24,2024,https://doi.org/10.1186/s12889-024-20908-9
15307,7,3398,24,2024,https://doi.org/10.1186/s12889-024-20906-x
15308,7,3329,24,2024,https://doi.org/10.1186/s12889-024-20796-z
15309,7,3325,24,2024,https://doi.org/10.1186/s12889-024-20797-y
15310,7,3312,24,2024,https://doi.org/10.1186/s12889-024-20777-2
15311,7,3146,24,2024,https://doi.org/10.1186/s12889-024-20611-9
15312,7,3086,24,2024,https://doi.org/10.1186/s12889-024-20586-7
15313,7,3070,24,2024,https://doi.org/10.1186/s12889-024-20541-6
15314,7,3048,24,2024,https://doi.org/10.1186/s12889-024-20507-8
15315,7,3045,24,2024,https://doi.org/10.1186/s12889-024-20505-w
15316,7,3034,24,2024,https://doi.org/10.1186/s12889-024-20510-z
15317,7,3004,24,2024,https://doi.org/10.1186/s12889-024-20434-8
15318,7,2949,24,2024,https://doi.org/10.1186/s12889-024-20313-2
15319,7,2893,24,2024,https://doi.org/10.1186/s12889-024-20283-5
15320,7,2880,24,2024,https://doi.org/10.1186/s12889-024-20375-2
15321,7,2848,24,2024,https://doi.org/10.1186/s12889-024-20238-w
15322,7,2840,24,2024,https://doi.org/10.1186/s12889-024-20314-1
15323,7,2782,24,2024,https://doi.org/10.1186/s12889-024-20332-z
15324,7,2779,24,2024,https://doi.org/10.1186/s12889-024-20255-9
15325,7,2731,24,2024,https://doi.org/10.1186/s12889-024-20258-6
15326,7,2699,24,2024,https://doi.org/10.1186/s12889-024-20216-2
15327,7,2684,24,2024,https://doi.org/10.1186/s12889-024-20079-7
15328,7,2669,24,2024,https://doi.org/10.1186/s12889-024-20159-8
15329,7,2613,24,2024,https://doi.org/10.1186/s12889-024-20089-5
15330,7,2574,24,2024,https://doi.org/10.1186/s12889-024-20112-9
15331,7,2553,24,2024,https://doi.org/10.1186/s12889-024-20014-w
15332,7,2533,24,2024,https://doi.org/10.1186/s12889-024-20008-8
15333,7,2494,24,2024,https://doi.org/10.1186/s12889-024-19961-1
15334,7,2457,24,2024,https://doi.org/10.1186/s12889-024-19058-9
15335,7,2412,24,2024,https://doi.org/10.1186/s12889-024-19898-5
15336,7,2399,24,2024,https://doi.org/10.1186/s12889-024-19962-0
15337,7,2368,24,2024,https://doi.org/10.1186/s12889-024-19884-x
15338,7,2359,24,2024,https://doi.org/10.1186/s12889-024-19851-6
15339,7,2341,24,2024,https://doi.org/10.1186/s12889-024-19799-7
15340,7,2311,24,2024,https://doi.org/10.1186/s12889-024-19781-3
15341,7,2301,24,2024,https://doi.org/10.1186/s12889-024-19754-6
15342,7,2294,24,2024,https://doi.org/10.1186/s12889-024-19736-8
15343,7,2240,24,2024,https://doi.org/10.1186/s12889-024-19794-y
15344,7,2214,24,2024,https://doi.org/10.1186/s12889-024-19560-0
15345,7,2209,24,2024,https://doi.org/10.1186/s12889-024-19726-w
15346,7,2191,24,2024,https://doi.org/10.1186/s12889-024-19663-8
15347,7,2176,24,2024,https://doi.org/10.1186/s12889-024-19637-w
15348,7,2145,24,2024,https://doi.org/10.1186/s12889-024-19683-4
15349,7,2093,24,2024,https://doi.org/10.1186/s12889-024-19623-2
15350,7,2068,24,2024,https://doi.org/10.1186/s12889-024-19573-9
15351,7,2043,24,2024,https://doi.org/10.1186/s12889-024-19405-w
15352,7,2022,24,2024,https://doi.org/10.1186/s12889-024-19495-6
15353,7,2008,24,2024,https://doi.org/10.1186/s12889-024-19476-9
15354,7,1986,24,2024,https://doi.org/10.1186/s12889-024-19463-0
15355,7,1931,24,2024,https://doi.org/10.1186/s12889-024-19228-9
15356,7,1885,24,2024,https://doi.org/10.1186/s12889-024-19249-4
15357,7,1875,24,2024,https://doi.org/10.1186/s12889-024-19147-9
15358,7,1873,24,2024,https://doi.org/10.1186/s12889-024-19414-9
15359,7,1869,24,2024,https://doi.org/10.1186/s12889-024-19406-9
15360,7,1843,24,2024,https://doi.org/10.1186/s12889-024-19165-7
15361,7,1836,24,2024,https://doi.org/10.1186/s12889-024-18688-3
15362,7,1820,24,2024,https://doi.org/10.1186/s12889-024-19318-8
15363,7,1796,24,2024,https://doi.org/10.1186/s12889-024-19267-2
15364,7,1753,24,2024,https://doi.org/10.1186/s12889-024-18900-4
15365,7,1712,24,2024,https://doi.org/10.1186/s12889-024-19244-9
15366,7,1695,24,2024,https://doi.org/10.1186/s12889-024-19195-1
15367,7,1583,24,2024,https://doi.org/10.1186/s12889-024-19060-1
15368,7,1541,24,2024,https://doi.org/10.1186/s12889-024-19045-0
15369,7,1529,24,2024,https://doi.org/10.1186/s12889-024-19018-3
15370,7,1528,24,2024,https://doi.org/10.1186/s12889-024-18982-0
15371,7,1517,24,2024,https://doi.org/10.1186/s12889-024-18974-0
15372,7,1494,24,2024,https://doi.org/10.1186/s12889-024-19005-8
15373,7,1478,24,2024,https://doi.org/10.1186/s12889-024-18972-2
15374,7,1409,24,2024,https://doi.org/10.1186/s12889-024-18907-x
15375,7,1399,24,2024,https://doi.org/10.1186/s12889-024-18583-x
15376,7,1378,24,2024,https://doi.org/10.1186/s12889-024-18860-9
15377,7,1363,24,2024,https://doi.org/10.1186/s12889-024-18839-6
15378,7,1340,24,2024,https://doi.org/10.1186/s12889-024-18747-9
15379,7,1283,24,2024,https://doi.org/10.1186/s12889-024-18769-3
15380,7,1252,24,2024,https://doi.org/10.1186/s12889-024-18726-0
15381,7,1250,24,2024,https://doi.org/10.1186/s12889-024-18365-5
15382,7,1239,24,2024,https://doi.org/10.1186/s12889-024-18589-5
15383,7,1198,24,2024,https://doi.org/10.1186/s12889-024-18654-z
15384,7,1192,24,2024,https://doi.org/10.1186/s12889-024-18638-z
15385,7,1120,24,2024,https://doi.org/10.1186/s12889-024-18557-z
15386,7,1111,24,2024,https://doi.org/10.1186/s12889-024-18511-z
15387,7,1081,24,2024,https://doi.org/10.1186/s12889-024-18594-8
15388,7,1076,24,2024,https://doi.org/10.1186/s12889-024-18565-z
15389,7,1051,24,2024,https://doi.org/10.1186/s12889-024-18109-5
15390,7,1003,24,2024,https://doi.org/10.1186/s12889-024-18564-0
15391,7,1000,24,2024,https://doi.org/10.1186/s12889-024-18322-2
15392,7,999,24,2024,https://doi.org/10.1186/s12889-024-18146-0
15393,7,997,24,2024,https://doi.org/10.1186/s12889-024-18388-y
15394,7,948,24,2024,https://doi.org/10.1186/s12889-024-18029-4
15395,7,944,24,2024,https://doi.org/10.1186/s12889-024-18425-w
15396,7,903,24,2024,https://doi.org/10.1186/s12889-024-18390-4
15397,7,883,24,2024,https://doi.org/10.1186/s12889-024-18240-3
15398,7,843,24,2024,https://doi.org/10.1186/s12889-024-18262-x
15399,7,834,24,2024,https://doi.org/10.1186/s12889-024-18245-y
15400,7,821,24,2024,https://doi.org/10.1186/s12889-024-18279-2
15401,7,812,24,2024,https://doi.org/10.1186/s12889-024-18328-w
15402,7,806,24,2024,https://doi.org/10.1186/s12889-024-17992-2
15403,7,787,24,2024,https://doi.org/10.1186/s12889-024-18167-9
15404,7,780,24,2024,https://doi.org/10.1186/s12889-024-18282-7
15405,7,774,24,2024,https://doi.org/10.1186/s12889-024-18237-y
15406,7,769,24,2024,https://doi.org/10.1186/s12889-023-17542-2
15407,7,738,24,2024,https://doi.org/10.1186/s12889-024-18256-9
15408,7,702,24,2024,https://doi.org/10.1186/s12889-024-18206-5
15409,7,657,24,2024,https://doi.org/10.1186/s12889-024-18079-8
15410,7,650,24,2024,https://doi.org/10.1186/s12889-024-18062-3
15411,7,627,24,2024,https://doi.org/10.1186/s12889-024-18073-0
15412,7,619,24,2024,https://doi.org/10.1186/s12889-024-18105-9
15413,7,581,24,2024,https://doi.org/10.1186/s12889-024-18013-y
15414,7,562,24,2024,https://doi.org/10.1186/s12889-024-17914-2
15415,7,539,24,2024,https://doi.org/10.1186/s12889-024-17917-z
15416,7,492,24,2024,https://doi.org/10.1186/s12889-024-17963-7
15417,7,465,24,2024,https://doi.org/10.1186/s12889-024-17859-6
15418,7,460,24,2024,https://doi.org/10.1186/s12889-023-17591-7
15419,7,451,24,2024,https://doi.org/10.1186/s12889-024-18007-w
15420,7,434,24,2024,https://doi.org/10.1186/s12889-024-17816-3
15421,7,432,24,2024,https://doi.org/10.1186/s12889-023-17444-3
15422,7,427,24,2024,https://doi.org/10.1186/s12889-024-17878-3
15423,7,401,24,2024,https://doi.org/10.1186/s12889-024-17808-3
15424,7,384,24,2024,https://doi.org/10.1186/s12889-024-17939-7
15425,7,383,24,2024,https://doi.org/10.1186/s12889-024-17941-z
15426,7,374,24,2024,https://doi.org/10.1186/s12889-024-17853-y
15427,7,361,24,2024,https://doi.org/10.1186/s12889-023-17616-1
15428,7,346,24,2024,https://doi.org/10.1186/s12889-024-17861-y
15429,7,337,24,2024,https://doi.org/10.1186/s12889-024-17838-x
15430,7,336,24,2024,https://doi.org/10.1186/s12889-024-17810-9
15431,7,321,24,2024,https://doi.org/10.1186/s12889-024-17708-6
15432,7,295,24,2024,https://doi.org/10.1186/s12889-023-17560-0
15433,7,277,24,2024,https://doi.org/10.1186/s12889-024-17729-1
15434,7,266,24,2024,https://doi.org/10.1186/s12889-024-17799-1
15435,7,261,24,2024,https://doi.org/10.1186/s12889-024-17722-8
15436,7,250,24,2024,https://doi.org/10.1186/s12889-023-17279-y
15437,7,249,24,2024,https://doi.org/10.1186/s12889-023-17561-z
15438,7,245,24,2024,https://doi.org/10.1186/s12889-024-17763-z
15439,7,236,24,2024,https://doi.org/10.1186/s12889-023-17620-5
15440,7,217,24,2024,https://doi.org/10.1186/s12889-024-17690-z
15441,7,215,24,2024,https://doi.org/10.1186/s12889-023-17493-8
15442,7,207,24,2024,https://doi.org/10.1186/s12889-024-17744-2
15443,7,205,24,2024,https://doi.org/10.1186/s12889-023-17595-3
15444,7,185,24,2024,https://doi.org/10.1186/s12889-023-17592-6
15445,7,170,24,2024,https://doi.org/10.1186/s12889-023-17496-5
15446,7,163,24,2024,https://doi.org/10.1186/s12889-023-16292-5
15447,7,157,24,2024,https://doi.org/10.1186/s12889-024-17642-7
15448,7,132,24,2024,https://doi.org/10.1186/s12889-024-17640-9
15449,7,102,24,2024,https://doi.org/10.1186/s12889-023-17001-y
15450,7,58,24,2024,https://doi.org/10.1186/s12889-023-17500-y
15451,7,34,24,2024,https://doi.org/10.1186/s12889-023-17522-6
15452,7,21,24,2024,https://doi.org/10.1186/s12889-023-17450-5
15453,7,2561,23,2023,https://doi.org/10.1186/s12889-023-17306-y
15454,7,2541,23,2023,https://doi.org/10.1186/s12889-023-17447-0
15455,7,2509,23,2023,https://doi.org/10.1186/s12889-023-17362-4
15456,7,2471,23,2023,https://doi.org/10.1186/s12889-023-17418-5
15457,7,2451,23,2023,https://doi.org/10.1186/s12889-023-17331-x
15458,7,2448,23,2023,https://doi.org/10.1186/s12889-023-17185-3
15459,7,2441,23,2023,https://doi.org/10.1186/s12889-023-17348-2
15460,7,2434,23,2023,https://doi.org/10.1186/s12889-023-17342-8
15461,7,2420,23,2023,https://doi.org/10.1186/s12889-023-17239-6
15462,7,2418,23,2023,https://doi.org/10.1186/s12889-023-17235-w
15463,7,2372,23,2023,https://doi.org/10.1186/s12889-023-17078-5
15464,7,2369,23,2023,https://doi.org/10.1186/s12889-023-17302-2
15465,7,2329,23,2023,https://doi.org/10.1186/s12889-023-17234-x
15466,7,2284,23,2023,https://doi.org/10.1186/s12889-023-17210-5
15467,7,2277,23,2023,https://doi.org/10.1186/s12889-023-16605-8
15468,7,2268,23,2023,https://doi.org/10.1186/s12889-023-17106-4
15469,7,2254,23,2023,https://doi.org/10.1186/s12889-023-17146-w
15470,7,2236,23,2023,https://doi.org/10.1186/s12889-023-17117-1
15471,7,2228,23,2023,https://doi.org/10.1186/s12889-023-17052-1
15472,7,2225,23,2023,https://doi.org/10.1186/s12889-023-17192-4
15473,7,2223,23,2023,https://doi.org/10.1186/s12889-023-17040-5
15474,7,2198,23,2023,https://doi.org/10.1186/s12889-023-17100-w
15475,7,2193,23,2023,https://doi.org/10.1186/s12889-023-17057-w
15476,7,2188,23,2023,https://doi.org/10.1186/s12889-023-17136-y
15477,7,2172,23,2023,https://doi.org/10.1186/s12889-023-17091-8
15478,7,2137,23,2023,https://doi.org/10.1186/s12889-023-16970-4
15479,7,2136,23,2023,https://doi.org/10.1186/s12889-023-16948-2
15480,7,2133,23,2023,https://doi.org/10.1186/s12889-023-17059-8
15481,7,2118,23,2023,https://doi.org/10.1186/s12889-023-17045-0
15482,7,2104,23,2023,https://doi.org/10.1186/s12889-023-16978-w
15483,7,2101,23,2023,https://doi.org/10.1186/s12889-023-16999-5
15484,7,2098,23,2023,https://doi.org/10.1186/s12889-023-17028-1
15485,7,2094,23,2023,https://doi.org/10.1186/s12889-023-17009-4
15486,7,2086,23,2023,https://doi.org/10.1186/s12889-023-16982-0
15487,7,2069,23,2023,https://doi.org/10.1186/s12889-023-16857-4
15488,7,2057,23,2023,https://doi.org/10.1186/s12889-023-16892-1
15489,7,2053,23,2023,https://doi.org/10.1186/s12889-023-16850-x
15490,7,2040,23,2023,https://doi.org/10.1186/s12889-023-16907-x
15491,7,2030,23,2023,https://doi.org/10.1186/s12889-023-16868-1
15492,7,2011,23,2023,https://doi.org/10.1186/s12889-023-16932-w
15493,7,1969,23,2023,https://doi.org/10.1186/s12889-023-16846-7
15494,7,1946,23,2023,https://doi.org/10.1186/s12889-023-16860-9
15495,7,1937,23,2023,https://doi.org/10.1186/s12889-023-16870-7
15496,7,1936,23,2023,https://doi.org/10.1186/s12889-023-16871-6
15497,7,1929,23,2023,https://doi.org/10.1186/s12889-023-16819-w
15498,7,1900,23,2023,https://doi.org/10.1186/s12889-023-16828-9
15499,7,1877,23,2023,https://doi.org/10.1186/s12889-023-16512-y
15500,7,1828,23,2023,https://doi.org/10.1186/s12889-023-16457-2
15501,7,1771,23,2023,https://doi.org/10.1186/s12889-023-16698-1
15502,7,1738,23,2023,https://doi.org/10.1186/s12889-023-16641-4
15503,7,1728,23,2023,https://doi.org/10.1186/s12889-023-16620-9
15504,7,1713,23,2023,https://doi.org/10.1186/s12889-023-16555-1
15505,7,1708,23,2023,https://doi.org/10.1186/s12889-023-16649-w
15506,7,1699,23,2023,https://doi.org/10.1186/s12889-023-16538-2
15507,7,1639,23,2023,https://doi.org/10.1186/s12889-023-16615-6
15508,7,1631,23,2023,https://doi.org/10.1186/s12889-023-16581-z
15509,7,1628,23,2023,https://doi.org/10.1186/s12889-023-16514-w
15510,7,1620,23,2023,https://doi.org/10.1186/s12889-023-16508-8
15511,7,1562,23,2023,https://doi.org/10.1186/s12889-023-16428-7
15512,7,1527,23,2023,https://doi.org/10.1186/s12889-023-16136-2
15513,7,1516,23,2023,https://doi.org/10.1186/s12889-023-16331-1
15514,7,1510,23,2023,https://doi.org/10.1186/s12889-023-16441-w
15515,7,1508,23,2023,https://doi.org/10.1186/s12889-023-16426-9
15516,7,1485,23,2023,https://doi.org/10.1186/s12889-023-16390-4
15517,7,1474,23,2023,https://doi.org/10.1186/s12889-023-16352-w
15518,7,1454,23,2023,https://doi.org/10.1186/s12889-023-16383-3
15519,7,1439,23,2023,https://doi.org/10.1186/s12889-023-16282-7
