rank,number_of_citations,article_number,volume,year,doi_link
19319,7,464,21,2021,https://doi.org/10.1186/s12889-021-10507-3
19320,7,459,21,2021,https://doi.org/10.1186/s12889-021-10490-9
19321,7,443,21,2021,https://doi.org/10.1186/s12889-021-10476-7
19322,7,424,21,2021,https://doi.org/10.1186/s12889-021-10426-3
19323,7,403,21,2021,https://doi.org/10.1186/s12889-021-10438-z
19324,7,402,21,2021,https://doi.org/10.1186/s12889-021-10430-7
19325,7,390,21,2021,https://doi.org/10.1186/s12889-021-10343-5
19326,7,385,21,2021,https://doi.org/10.1186/s12889-021-10388-6
19327,7,375,21,2021,https://doi.org/10.1186/s12889-021-10405-8
19328,7,372,21,2021,https://doi.org/10.1186/s12889-021-10384-w
19329,7,325,21,2021,https://doi.org/10.1186/s12889-021-10365-z
19330,7,266,21,2021,https://doi.org/10.1186/s12889-021-10310-0
19331,7,260,21,2021,https://doi.org/10.1186/s12889-021-10247-4
19332,7,255,21,2021,https://doi.org/10.1186/s12889-021-10333-7
19333,7,245,21,2021,https://doi.org/10.1186/s12889-021-10287-w
19334,7,243,21,2021,https://doi.org/10.1186/s12889-021-10213-0
19335,7,242,21,2021,https://doi.org/10.1186/s12889-021-10301-1
19336,7,228,21,2021,https://doi.org/10.1186/s12889-021-10157-5
19337,7,210,21,2021,https://doi.org/10.1186/s12889-021-10194-0
19338,7,205,21,2021,https://doi.org/10.1186/s12889-021-10210-3
19339,7,168,21,2021,https://doi.org/10.1186/s12889-021-10224-x
19340,7,122,21,2021,https://doi.org/10.1186/s12889-020-10130-8
19341,7,113,21,2021,https://doi.org/10.1186/s12889-021-10155-7
19342,7,70,21,2021,https://doi.org/10.1186/s12889-020-10054-3
19343,7,56,21,2021,https://doi.org/10.1186/s12889-020-10117-5
19344,7,55,21,2021,https://doi.org/10.1186/s12889-020-10122-8
19345,7,29,21,2021,https://doi.org/10.1186/s12889-020-10016-9
19346,7,24,21,2021,https://doi.org/10.1186/s12889-020-10069-w
19347,7,1907,20,2020,https://doi.org/10.1186/s12889-020-09987-6
19348,7,1897,20,2020,https://doi.org/10.1186/s12889-020-09953-2
19349,7,1845,20,2020,https://doi.org/10.1186/s12889-020-09853-5
19350,7,1817,20,2020,https://doi.org/10.1186/s12889-020-09675-5
19351,7,1794,20,2020,https://doi.org/10.1186/s12889-020-09948-z
19352,7,1789,20,2020,https://doi.org/10.1186/s12889-020-09932-7
19353,7,1787,20,2020,https://doi.org/10.1186/s12889-020-09922-9
19354,7,1747,20,2020,https://doi.org/10.1186/s12889-020-09882-0
19355,7,1743,20,2020,https://doi.org/10.1186/s12889-020-09824-w
19356,7,1723,20,2020,https://doi.org/10.1186/s12889-020-09841-9
19357,7,1715,20,2020,https://doi.org/10.1186/s12889-020-09801-3
19358,7,1660,20,2020,https://doi.org/10.1186/s12889-020-09767-2
19359,7,1647,20,2020,https://doi.org/10.1186/s12889-020-09777-0
19360,7,1628,20,2020,https://doi.org/10.1186/s12889-020-09735-w
19361,7,1595,20,2020,https://doi.org/10.1186/s12889-020-09707-0
19362,7,1591,20,2020,https://doi.org/10.1186/s12889-020-09680-8
19363,7,1590,20,2020,https://doi.org/10.1186/s12889-020-09698-y
19364,7,1578,20,2020,https://doi.org/10.1186/s12889-020-09678-2
19365,7,1570,20,2020,https://doi.org/10.1186/s12889-020-09634-0
19366,7,1555,20,2020,https://doi.org/10.1186/s12889-020-09668-4
19367,7,1545,20,2020,https://doi.org/10.1186/s12889-020-09652-y
19368,7,1533,20,2020,https://doi.org/10.1186/s12889-020-09603-7
19369,7,1476,20,2020,https://doi.org/10.1186/s12889-020-09594-5
19370,7,1435,20,2020,https://doi.org/10.1186/s12889-020-09535-2
19371,7,1393,20,2020,https://doi.org/10.1186/s12889-020-09459-x
19372,7,1390,20,2020,https://doi.org/10.1186/s12889-020-09512-9
19373,7,1381,20,2020,https://doi.org/10.1186/s12889-020-09481-z
19374,7,1360,20,2020,https://doi.org/10.1186/s12889-020-09431-9
19375,7,1348,20,2020,https://doi.org/10.1186/s12889-020-09401-1
19376,7,1296,20,2020,https://doi.org/10.1186/s12889-020-09397-8
19377,7,1289,20,2020,https://doi.org/10.1186/s12889-020-09382-1
19378,7,1286,20,2020,https://doi.org/10.1186/s12889-020-09354-5
19379,7,1250,20,2020,https://doi.org/10.1186/s12889-020-09360-7
19380,7,1093,20,2020,https://doi.org/10.1186/s12889-020-09220-4
19381,7,1047,20,2020,https://doi.org/10.1186/s12889-020-09150-1
19382,7,1026,20,2020,https://doi.org/10.1186/s12889-020-09140-3
19383,7,993,20,2020,https://doi.org/10.1186/s12889-020-09104-7
19384,7,947,20,2020,https://doi.org/10.1186/s12889-020-09059-9
19385,7,941,20,2020,https://doi.org/10.1186/s12889-020-09080-y
19386,7,920,20,2020,https://doi.org/10.1186/s12889-020-09032-6
19387,7,883,20,2020,https://doi.org/10.1186/s12889-020-09014-8
19388,7,871,20,2020,https://doi.org/10.1186/s12889-020-08997-8
19389,7,869,20,2020,https://doi.org/10.1186/s12889-020-08995-w
19390,7,811,20,2020,https://doi.org/10.1186/s12889-020-08947-4
19391,7,733,20,2020,https://doi.org/10.1186/s12889-020-08836-w
19392,7,715,20,2020,https://doi.org/10.1186/s12889-020-08864-6
19393,7,695,20,2020,https://doi.org/10.1186/s12889-020-08798-z
19394,7,678,20,2020,https://doi.org/10.1186/s12889-020-08779-2
19395,7,677,20,2020,https://doi.org/10.1186/s12889-020-08764-9
19396,7,612,20,2020,https://doi.org/10.1186/s12889-020-08756-9
19397,7,539,20,2020,https://doi.org/10.1186/s12889-020-8432-3
19398,7,516,20,2020,https://doi.org/10.1186/s12889-020-08674-w
19399,7,511,20,2020,https://doi.org/10.1186/s12889-020-08657-x
19400,7,499,20,2020,https://doi.org/10.1186/s12889-020-08641-5
19401,7,416,20,2020,https://doi.org/10.1186/s12889-020-08530-x
19402,7,374,20,2020,https://doi.org/10.1186/s12889-020-08516-9
19403,7,357,20,2020,https://doi.org/10.1186/s12889-020-08490-2
19404,7,332,20,2020,https://doi.org/10.1186/s12889-020-8437-y
19405,7,306,20,2020,https://doi.org/10.1186/s12889-020-8399-0
19406,7,295,20,2020,https://doi.org/10.1186/s12889-020-8428-z
19407,7,237,20,2020,https://doi.org/10.1186/s12889-020-8291-y
19408,7,211,20,2020,https://doi.org/10.1186/s12889-020-8309-5
19409,7,206,20,2020,https://doi.org/10.1186/s12889-020-8308-6
19410,7,200,20,2020,https://doi.org/10.1186/s12889-020-8303-y
19411,7,193,20,2020,https://doi.org/10.1186/s12889-020-8214-y
19412,7,159,20,2020,https://doi.org/10.1186/s12889-020-8201-3
19413,7,100,20,2020,https://doi.org/10.1186/s12889-020-8172-4
19414,7,89,20,2020,https://doi.org/10.1186/s12889-020-8190-2
19415,7,53,20,2020,https://doi.org/10.1186/s12889-019-8138-6
19416,7,40,20,2020,https://doi.org/10.1186/s12889-020-8150-x
19417,7,17,20,2020,https://doi.org/10.1186/s12889-019-8141-y
19418,7,1755,19,2019,https://doi.org/10.1186/s12889-019-8098-x
19419,7,1702,19,2019,https://doi.org/10.1186/s12889-019-8057-6
19420,7,1591,19,2019,https://doi.org/10.1186/s12889-019-7929-0
19421,7,1557,19,2019,https://doi.org/10.1186/s12889-019-7883-x
19422,7,1546,19,2019,https://doi.org/10.1186/s12889-019-7903-x
19423,7,1534,19,2019,https://doi.org/10.1186/s12889-019-7881-z
19424,7,1522,19,2019,https://doi.org/10.1186/s12889-019-7905-8
19425,7,1506,19,2019,https://doi.org/10.1186/s12889-019-7813-y
19426,7,1473,19,2019,https://doi.org/10.1186/s12889-019-7855-1
19427,7,1441,19,2019,https://doi.org/10.1186/s12889-019-7784-z
19428,7,1432,19,2019,https://doi.org/10.1186/s12889-019-7814-x
19429,7,1415,19,2019,https://doi.org/10.1186/s12889-019-7637-9
19430,7,1362,19,2019,https://doi.org/10.1186/s12889-019-7668-2
19431,7,1352,19,2019,https://doi.org/10.1186/s12889-019-7662-8
19432,7,1339,19,2019,https://doi.org/10.1186/s12889-019-7728-7
19433,7,1276,19,2019,https://doi.org/10.1186/s12889-019-7600-9
19434,7,1228,19,2019,https://doi.org/10.1186/s12889-019-7471-0
19435,7,1182,19,2019,https://doi.org/10.1186/s12889-019-7485-7
19436,7,1158,19,2019,https://doi.org/10.1186/s12889-019-7507-5
19437,7,1141,19,2019,https://doi.org/10.1186/s12889-019-7486-6
19438,7,1121,19,2019,https://doi.org/10.1186/s12889-019-7395-8
19439,7,1116,19,2019,https://doi.org/10.1186/s12889-019-7432-7
19440,7,1043,19,2019,https://doi.org/10.1186/s12889-019-7396-7
19441,7,995,19,2019,https://doi.org/10.1186/s12889-019-7339-3
19442,7,907,19,2019,https://doi.org/10.1186/s12889-019-7266-3
19443,7,881,19,2019,https://doi.org/10.1186/s12889-019-7079-4
19444,7,876,19,2019,https://doi.org/10.1186/s12889-019-7203-5
19445,7,871,19,2019,https://doi.org/10.1186/s12889-019-7189-z
19446,7,870,19,2019,https://doi.org/10.1186/s12889-019-7223-1
19447,7,848,19,2019,https://doi.org/10.1186/s12889-019-7159-5
19448,7,822,19,2019,https://doi.org/10.1186/s12889-019-7191-5
19449,7,818,19,2019,https://doi.org/10.1186/s12889-019-7113-6
19450,7,809,19,2019,https://doi.org/10.1186/s12889-019-7153-y
19451,7,779,19,2019,https://doi.org/10.1186/s12889-019-7156-8
19452,7,776,19,2019,https://doi.org/10.1186/s12889-019-7126-1
19453,7,766,19,2019,https://doi.org/10.1186/s12889-019-7076-7
19454,7,614,19,2019,https://doi.org/10.1186/s12889-019-6880-4
19455,7,605,19,2019,https://doi.org/10.1186/s12889-019-6811-4
19456,7,580,19,2019,https://doi.org/10.1186/s12889-019-6881-3
19457,7,537,19,2019,https://doi.org/10.1186/s12889-019-6931-x
19458,7,532,19,2019,https://doi.org/10.1186/s12889-019-6904-0
19459,7,494,19,2019,https://doi.org/10.1186/s12889-019-6797-y
19460,7,454,19,2019,https://doi.org/10.1186/s12889-019-6768-3
19461,7,442,19,2019,https://doi.org/10.1186/s12889-019-6802-5
19462,7,429,19,2019,https://doi.org/10.1186/s12889-019-6744-y
19463,7,412,19,2019,https://doi.org/10.1186/s12889-019-6743-z
19464,7,403,19,2019,https://doi.org/10.1186/s12889-019-6738-9
19465,7,321,19,2019,https://doi.org/10.1186/s12889-019-6631-6
19466,7,238,19,2019,https://doi.org/10.1186/s12889-019-6560-4
19467,7,223,19,2019,https://doi.org/10.1186/s12889-019-6541-7
19468,7,199,19,2019,https://doi.org/10.1186/s12889-019-6508-8
19469,7,190,19,2019,https://doi.org/10.1186/s12889-019-6505-y
19470,7,187,19,2019,https://doi.org/10.1186/s12889-019-6509-7
19471,7,97,19,2019,https://doi.org/10.1186/s12889-019-6442-9
19472,7,71,19,2019,https://doi.org/10.1186/s12889-018-6379-4
19473,7,65,19,2019,https://doi.org/10.1186/s12889-019-6398-9
19474,7,42,19,2019,https://doi.org/10.1186/s12889-018-6370-0
19475,7,18,19,2019,https://doi.org/10.1186/s12889-018-6229-4
19476,7,1405,18,2018,https://doi.org/10.1186/s12889-018-6302-z
19477,7,1349,18,2018,https://doi.org/10.1186/s12889-018-6259-y
19478,7,1314,18,2018,https://doi.org/10.1186/s12889-018-6182-2
19479,7,1310,18,2018,https://doi.org/10.1186/s12889-018-6186-y
19480,7,1302,18,2018,https://doi.org/10.1186/s12889-018-6195-x
19481,7,1260,18,2018,https://doi.org/10.1186/s12889-018-6170-6
19482,7,1242,18,2018,https://doi.org/10.1186/s12889-018-6151-9
19483,7,1226,18,2018,https://doi.org/10.1186/s12889-018-6109-y
19484,7,1200,18,2018,https://doi.org/10.1186/s12889-018-6102-5
19485,7,1129,18,2018,https://doi.org/10.1186/s12889-018-6020-6
19486,7,1081,18,2018,https://doi.org/10.1186/s12889-018-5986-4
19487,7,1009,18,2018,https://doi.org/10.1186/s12889-018-5946-z
19488,7,995,18,2018,https://doi.org/10.1186/s12889-018-5911-x
19489,7,994,18,2018,https://doi.org/10.1186/s12889-018-5936-1
19490,7,992,18,2018,https://doi.org/10.1186/s12889-018-5889-4
19491,7,979,18,2018,https://doi.org/10.1186/s12889-018-5886-7
19492,7,938,18,2018,https://doi.org/10.1186/s12889-018-5802-1
19493,7,916,18,2018,https://doi.org/10.1186/s12889-018-5705-1
19494,7,890,18,2018,https://doi.org/10.1186/s12889-018-5838-2
19495,7,852,18,2018,https://doi.org/10.1186/s12889-018-5744-7
19496,7,841,18,2018,https://doi.org/10.1186/s12889-018-5678-0
19497,7,750,18,2018,https://doi.org/10.1186/s12889-018-5571-x
19498,7,719,18,2018,https://doi.org/10.1186/s12889-018-5631-2
19499,7,610,18,2018,https://doi.org/10.1186/s12889-018-5501-y
19500,7,575,18,2018,https://doi.org/10.1186/s12889-018-5490-x
19501,7,560,18,2018,https://doi.org/10.1186/s12889-018-5469-7
19502,7,554,18,2018,https://doi.org/10.1186/s12889-018-5468-8
19503,7,205,18,2018,https://doi.org/10.1186/s12889-018-5097-2
19504,7,16,18,2018,https://doi.org/10.1186/s12889-017-4549-4
19505,7,7,18,2018,https://doi.org/10.1186/s12889-017-4554-7
19506,7,984,17,2017,https://doi.org/10.1186/s12889-017-4993-1
19507,7,978,17,2017,https://doi.org/10.1186/s12889-017-4997-x
19508,7,961,17,2017,https://doi.org/10.1186/s12889-017-4963-7
19509,7,884,17,2017,https://doi.org/10.1186/s12889-017-4878-3
19510,7,878,17,2017,https://doi.org/10.1186/s12889-017-4866-7
19511,7,833,17,2017,https://doi.org/10.1186/s12889-017-4781-y
19512,7,808,17,2017,https://doi.org/10.1186/s12889-017-4810-x
19513,7,735,17,2017,https://doi.org/10.1186/s12889-017-4736-3
19514,7,709,17,2017,https://doi.org/10.1186/s12889-017-4698-5
19515,7,690,17,2017,https://doi.org/10.1186/s12889-017-4696-7
19516,7,625,17,2017,https://doi.org/10.1186/s12889-017-4547-6
19517,7,540,17,2017,https://doi.org/10.1186/s12889-017-4432-3
19518,7,507,17,2017,https://doi.org/10.1186/s12889-017-4425-2
19519,7,427,17,2017,https://doi.org/10.1186/s12889-017-4352-2
19520,7,399,17,2017,https://doi.org/10.1186/s12889-017-4303-y
19521,7,308,17,2017,https://doi.org/10.1186/s12889-017-4211-1
19522,7,287,17,2017,https://doi.org/10.1186/s12889-017-4179-x
19523,7,234,17,2017,https://doi.org/10.1186/s12889-017-4148-4
19524,7,224,17,2017,https://doi.org/10.1186/s12889-017-4140-z
19525,7,210,17,2017,https://doi.org/10.1186/s12889-017-4116-z
19526,7,164,17,2017,https://doi.org/10.1186/s12889-017-4093-2
19527,7,155,17,2017,https://doi.org/10.1186/s12889-017-4031-3
19528,7,95,17,2017,https://doi.org/10.1186/s12889-016-3991-z
19529,7,1189,16,2016,https://doi.org/10.1186/s12889-016-3858-3
19530,7,1156,16,2016,https://doi.org/10.1186/s12889-016-3821-3
19531,7,1093,16,2016,https://doi.org/10.1186/s12889-016-3731-4
19532,7,1054,16,2016,https://doi.org/10.1186/s12889-016-3734-1
19533,7,1026,16,2016,https://doi.org/10.1186/s12889-016-3724-3
19534,7,1021,16,2016,https://doi.org/10.1186/s12889-016-3690-9
19535,7,996,16,2016,https://doi.org/10.1186/s12889-016-3658-9
19536,7,871,16,2016,https://doi.org/10.1186/s12889-016-3561-4
19537,7,759,16,2016,https://doi.org/10.1186/s12889-016-3454-6
19538,7,708,16,2016,https://doi.org/10.1186/s12889-016-3397-y
19539,7,551,16,2016,https://doi.org/10.1186/s12889-016-3250-3
19540,7,398,16,2016,https://doi.org/10.1186/s12889-016-3054-5
19541,7,378,16,2016,https://doi.org/10.1186/s12889-016-3063-4
19542,7,370,16,2016,https://doi.org/10.1186/s12889-016-3037-6
19543,7,366,16,2016,https://doi.org/10.1186/s12889-016-3040-y
19544,7,309,16,2016,https://doi.org/10.1186/s12889-016-2987-z
19545,7,260,16,2016,https://doi.org/10.1186/s12889-016-2931-2
19546,7,200,16,2016,https://doi.org/10.1186/s12889-016-2839-x
19547,7,46,16,2016,https://doi.org/10.1186/s12889-015-2655-8
19548,7,92,16,2015,https://doi.org/10.1186/s12889-016-2729-2
19549,7,85,16,2015,https://doi.org/10.1186/s12889-016-2737-2
19550,7,72,16,2015,https://doi.org/10.1186/s12889-016-2721-x
19551,7,52,16,2015,https://doi.org/10.1186/s12889-015-2589-1
19552,7,1309,15,2015,https://doi.org/10.1186/s12889-015-2631-3
19553,7,1280,15,2015,https://doi.org/10.1186/s12889-015-2576-6
19554,7,1262,15,2015,https://doi.org/10.1186/s12889-015-2597-1
19555,7,1222,15,2015,https://doi.org/10.1186/s12889-015-2551-2
19556,7,1190,15,2015,https://doi.org/10.1186/s12889-015-2520-9
19557,7,1187,15,2015,https://doi.org/10.1186/s12889-015-2523-6
19558,7,1132,15,2015,https://doi.org/10.1186/s12889-015-2488-5
19559,7,1086,15,2015,https://doi.org/10.1186/s12889-015-2406-x
19560,7,1060,15,2015,https://doi.org/10.1186/s12889-015-2388-8
19561,7,1024,15,2015,https://doi.org/10.1186/s12889-015-2357-2
19562,7,974,15,2015,https://doi.org/10.1186/s12889-015-2307-z
19563,7,962,15,2015,https://doi.org/10.1186/s12889-015-2317-x
19564,7,934,15,2015,https://doi.org/10.1186/s12889-015-2255-7
19565,7,862,15,2015,https://doi.org/10.1186/s12889-015-2183-6
19566,7,761,15,2015,https://doi.org/10.1186/s12889-015-2094-6
19567,7,749,15,2015,https://doi.org/10.1186/s12889-015-2104-8
19568,7,559,15,2015,https://doi.org/10.1186/s12889-015-1919-7
19569,7,456,15,2015,https://doi.org/10.1186/s12889-015-1803-5
19570,7,445,15,2015,https://doi.org/10.1186/s12889-015-1765-7
19571,7,443,15,2015,https://doi.org/10.1186/s12889-015-1787-1
19572,7,439,15,2015,https://doi.org/10.1186/s12889-015-1790-6
19573,7,430,15,2015,https://doi.org/10.1186/s12889-015-1783-5
19574,7,405,15,2015,https://doi.org/10.1186/s12889-015-1699-0
19575,7,295,15,2015,https://doi.org/10.1186/s12889-015-1636-2
19576,7,246,15,2015,https://doi.org/10.1186/s12889-015-1580-1
19577,7,168,15,2015,https://doi.org/10.1186/s12889-015-1500-4
19578,7,127,15,2015,https://doi.org/10.1186/s12889-015-1462-6
19579,7,27,15,2015,https://doi.org/10.1186/s12889-015-1357-6
19580,7,1323,14,2014,https://doi.org/10.1186/1471-2458-14-1323
19581,7,1265,14,2014,https://doi.org/10.1186/1471-2458-14-1265
19582,7,1254,14,2014,https://doi.org/10.1186/1471-2458-14-1254
19583,7,1218,14,2014,https://doi.org/10.1186/1471-2458-14-1218
19584,7,1168,14,2014,https://doi.org/10.1186/1471-2458-14-1168
19585,7,1138,14,2014,https://doi.org/10.1186/1471-2458-14-1138
19586,7,1049,14,2014,https://doi.org/10.1186/1471-2458-14-1049
19587,7,1039,14,2014,https://doi.org/10.1186/1471-2458-14-1039
19588,7,1002,14,2014,https://doi.org/10.1186/1471-2458-14-1002
19589,7,979,14,2014,https://doi.org/10.1186/1471-2458-14-979
19590,7,958,14,2014,https://doi.org/10.1186/1471-2458-14-958
19591,7,889,14,2014,https://doi.org/10.1186/1471-2458-14-889
19592,7,861,14,2014,https://doi.org/10.1186/1471-2458-14-861
19593,7,850,14,2014,https://doi.org/10.1186/1471-2458-14-850
19594,7,778,14,2014,https://doi.org/10.1186/1471-2458-14-778
19595,7,760,14,2014,https://doi.org/10.1186/1471-2458-14-760
19596,7,747,14,2014,https://doi.org/10.1186/1471-2458-14-747
19597,7,736,14,2014,https://doi.org/10.1186/1471-2458-14-736
19598,7,689,14,2014,https://doi.org/10.1186/1471-2458-14-689
19599,7,672,14,2014,https://doi.org/10.1186/1471-2458-14-672
19600,7,659,14,2014,https://doi.org/10.1186/1471-2458-14-659
19601,7,370,14,2014,https://doi.org/10.1186/1471-2458-14-370
19602,7,347,14,2014,https://doi.org/10.1186/1471-2458-14-347
19603,7,245,14,2014,https://doi.org/10.1186/1471-2458-14-245
19604,7,193,14,2014,https://doi.org/10.1186/1471-2458-14-193
19605,7,149,14,2014,https://doi.org/10.1186/1471-2458-14-149
19606,7,145,14,2014,https://doi.org/10.1186/1471-2458-14-145
19607,7,134,14,2014,https://doi.org/10.1186/1471-2458-14-134
19608,7,21,14,2014,https://doi.org/10.1186/1471-2458-14-21
19609,7,19,14,2014,https://doi.org/10.1186/1471-2458-14-19
19610,7,1233,13,2013,https://doi.org/10.1186/1471-2458-13-1233
19611,7,1228,13,2013,https://doi.org/10.1186/1471-2458-13-1228
19612,7,1182,13,2013,https://doi.org/10.1186/1471-2458-13-1182
19613,7,1109,13,2013,https://doi.org/10.1186/1471-2458-13-1109
19614,7,1008,13,2013,https://doi.org/10.1186/1471-2458-13-1008
19615,7,1007,13,2013,https://doi.org/10.1186/1471-2458-13-1007
19616,7,998,13,2013,https://doi.org/10.1186/1471-2458-13-998
19617,7,990,13,2013,https://doi.org/10.1186/1471-2458-13-990
19618,7,934,13,2013,https://doi.org/10.1186/1471-2458-13-934
19619,7,810,13,2013,https://doi.org/10.1186/1471-2458-13-810
19620,7,795,13,2013,https://doi.org/10.1186/1471-2458-13-795
19621,7,777,13,2013,https://doi.org/10.1186/1471-2458-13-777
19622,7,703,13,2013,https://doi.org/10.1186/1471-2458-13-703
19623,7,659,13,2013,https://doi.org/10.1186/1471-2458-13-659
19624,7,537,13,2013,https://doi.org/10.1186/1471-2458-13-537
19625,7,488,13,2013,https://doi.org/10.1186/1471-2458-13-488
19626,7,478,13,2013,https://doi.org/10.1186/1471-2458-13-478
19627,7,412,13,2013,https://doi.org/10.1186/1471-2458-13-412
19628,7,390,13,2013,https://doi.org/10.1186/1471-2458-13-390
19629,7,376,13,2013,https://doi.org/10.1186/1471-2458-13-376
19630,7,364,13,2013,https://doi.org/10.1186/1471-2458-13-364
19631,7,336,13,2013,https://doi.org/10.1186/1471-2458-13-336
19632,7,265,13,2013,https://doi.org/10.1186/1471-2458-13-265
19633,7,217,13,2013,https://doi.org/10.1186/1471-2458-13-217
19634,7,951,12,2012,https://doi.org/10.1186/1471-2458-12-951
19635,7,924,12,2012,https://doi.org/10.1186/1471-2458-12-924
19636,7,850,12,2012,https://doi.org/10.1186/1471-2458-12-850
19637,7,654,12,2012,https://doi.org/10.1186/1471-2458-12-654
19638,7,609,12,2012,https://doi.org/10.1186/1471-2458-12-609
19639,7,595,12,2012,https://doi.org/10.1186/1471-2458-12-595
19640,7,373,12,2012,https://doi.org/10.1186/1471-2458-12-373
19641,7,364,12,2012,https://doi.org/10.1186/1471-2458-12-364
19642,7,350,12,2012,https://doi.org/10.1186/1471-2458-12-350
19643,7,315,12,2012,https://doi.org/10.1186/1471-2458-12-315
19644,7,278,12,2012,https://doi.org/10.1186/1471-2458-12-278
19645,7,271,12,2012,https://doi.org/10.1186/1471-2458-12-271
19646,7,35,12,2012,https://doi.org/10.1186/1471-2458-12-35
19647,7,S1,12,2012,https://doi.org/10.1186/1471-2458-12-s1-s1
19648,7,945,11,2011,https://doi.org/10.1186/1471-2458-11-945
19649,7,926,11,2011,https://doi.org/10.1186/1471-2458-11-926
19650,7,906,11,2011,https://doi.org/10.1186/1471-2458-11-906
19651,7,901,11,2011,https://doi.org/10.1186/1471-2458-11-901
19652,7,900,11,2011,https://doi.org/10.1186/1471-2458-11-900
19653,7,863,11,2011,https://doi.org/10.1186/1471-2458-11-863
19654,7,698,11,2011,https://doi.org/10.1186/1471-2458-11-698
19655,7,697,11,2011,https://doi.org/10.1186/1471-2458-11-697
19656,7,693,11,2011,https://doi.org/10.1186/1471-2458-11-693
19657,7,691,11,2011,https://doi.org/10.1186/1471-2458-11-691
19658,7,576,11,2011,https://doi.org/10.1186/1471-2458-11-576
19659,7,364,11,2011,https://doi.org/10.1186/1471-2458-11-364
19660,7,255,11,2011,https://doi.org/10.1186/1471-2458-11-255
19661,7,216,11,2011,https://doi.org/10.1186/1471-2458-11-216
19662,7,171,11,2011,https://doi.org/10.1186/1471-2458-11-171
19663,7,147,11,2011,https://doi.org/10.1186/1471-2458-11-147
19664,7,129,11,2011,https://doi.org/10.1186/1471-2458-11-129
19665,7,123,11,2011,https://doi.org/10.1186/1471-2458-11-123
19666,7,25,11,2011,https://doi.org/10.1186/1471-2458-11-25
19667,7,nan,11,2011,https://doi.org/10.1186/1471-2458-11-s6-i1
19668,7,nan,11,2011,https://doi.org/10.1186/1471-2458-11-s2-s1
19669,7,77.0,10,2010,https://doi.org/10.1186/1471-2458-10-77
19670,7,203.0,10,2010,https://doi.org/10.1186/1471-2458-10-203
19671,7,241.0,10,2010,https://doi.org/10.1186/1471-2458-10-241
19672,7,355.0,10,2010,https://doi.org/10.1186/1471-2458-10-355
19673,7,358.0,10,2010,https://doi.org/10.1186/1471-2458-10-358
19674,7,457.0,10,2010,https://doi.org/10.1186/1471-2458-10-457
19675,7,495.0,10,2010,https://doi.org/10.1186/1471-2458-10-495
19676,7,523.0,10,2010,https://doi.org/10.1186/1471-2458-10-523
19677,7,536.0,10,2010,https://doi.org/10.1186/1471-2458-10-536
19678,7,617.0,10,2010,https://doi.org/10.1186/1471-2458-10-617
19679,7,685.0,10,2010,https://doi.org/10.1186/1471-2458-10-685
19680,7,719.0,10,2010,https://doi.org/10.1186/1471-2458-10-719
19681,7,749.0,10,2010,https://doi.org/10.1186/1471-2458-10-749
19682,7,747.0,10,2010,https://doi.org/10.1186/1471-2458-10-747
19683,7,318,9,2009,https://doi.org/10.1186/1471-2458-9-318
19684,7,300,9,2009,https://doi.org/10.1186/1471-2458-9-300
19685,7,278,9,2009,https://doi.org/10.1186/1471-2458-9-278
19686,7,255,9,2009,https://doi.org/10.1186/1471-2458-9-255
19687,7,227,9,2009,https://doi.org/10.1186/1471-2458-9-227
19688,7,63,9,2009,https://doi.org/10.1186/1471-2458-9-63
19689,7,32,9,2009,https://doi.org/10.1186/1471-2458-9-32
19690,7,307,8,2008,https://doi.org/10.1186/1471-2458-8-307
19691,7,295,8,2008,https://doi.org/10.1186/1471-2458-8-295
19692,7,278,8,2008,https://doi.org/10.1186/1471-2458-8-278
19693,7,264,8,2008,https://doi.org/10.1186/1471-2458-8-264
19694,7,189,8,2008,https://doi.org/10.1186/1471-2458-8-189
19695,7,184,8,2008,https://doi.org/10.1186/1471-2458-8-184
19696,7,138,8,2008,https://doi.org/10.1186/1471-2458-8-138
19697,7,113,8,2008,https://doi.org/10.1186/1471-2458-8-113
19698,7,71,8,2008,https://doi.org/10.1186/1471-2458-8-71
19699,7,13,8,2008,https://doi.org/10.1186/1471-2458-8-13
19700,7,191,7,2007,https://doi.org/10.1186/1471-2458-7-191
19701,7,67,7,2007,https://doi.org/10.1186/1471-2458-7-67
19702,7,243,6,2006,https://doi.org/10.1186/1471-2458-6-243
19703,7,216,6,2006,https://doi.org/10.1186/1471-2458-6-216
19704,7,28,6,2006,https://doi.org/10.1186/1471-2458-6-28
19705,7,123,5,2005,https://doi.org/10.1186/1471-2458-5-123
19706,7,117,5,2005,https://doi.org/10.1186/1471-2458-5-117
19707,7,103,5,2005,https://doi.org/10.1186/1471-2458-5-103
19708,7,76,5,2005,https://doi.org/10.1186/1471-2458-5-76
19709,7,54,4,2004,https://doi.org/10.1186/1471-2458-4-54
19710,7,20,4,2004,https://doi.org/10.1186/1471-2458-4-20
19711,7,21,2,2002,https://doi.org/10.1186/1471-2458-2-21
19712,6,1501,25,2025,https://doi.org/10.1186/s12889-025-22632-4
19713,6,1246,25,2025,https://doi.org/10.1186/s12889-025-22462-4
19714,6,1225,25,2025,https://doi.org/10.1186/s12889-025-22382-3
19715,6,1098,25,2025,https://doi.org/10.1186/s12889-025-22186-5
19716,6,1035,25,2025,https://doi.org/10.1186/s12889-025-22195-4
